Pos,[0-10),[10-20),[20-30),[30-40]
1,0.1,0.6,2,97.3
2,0.2,0.8,2.4,96.6
3,0.1,0.6,2.2,97.1
4,0.1,0.6,2.1,97.2
5,0.1,0.6,2.2,97.1
6,0.1,0.6,2.2,97.1
7,0.1,0.7,2.2,97
8,0.1,0.6,2.1,97.1
9,0.1,0.6,2.2,97.1
10,0.1,0.7,2.2,97
11,0.1,0.7,2.2,97
12,0.1,0.7,2.2,97
13,0.1,0.7,2.2,97
14,0.1,0.7,2.2,97
15,0.1,0.7,2.2,97
16,0.1,0.7,2.2,97
17,0.3,0.8,2.2,96.8
18,0.1,0.7,2.2,97
19,0.1,0.7,2.2,97
20,0.1,0.7,2.2,96.9
21,0.1,0.7,2.2,97
22,0.1,0.7,2.2,97
23,0.1,0.7,2.2,97
24,0.1,0.7,2.2,97
25,0.1,0.7,2.2,96.9
26,0.1,0.7,2.2,96.9
27,0.1,0.7,2.2,96.9
28,0.1,0.7,2.2,96.9
29,0.1,0.7,2.2,96.9
30,0.1,0.7,2.2,96.9
31,0.1,0.7,2.2,96.9
32,0.1,0.7,2.2,96.9
33,0.2,0.7,2.3,96.9
34,0.2,0.7,2.3,96.9
35,0.2,0.7,2.3,96.9
36,0.2,0.7,2.3,96.9
37,0.2,0.7,2.3,96.8
38,0.2,0.7,2.3,96.8
39,0.2,0.7,2.3,96.8
40,0.2,0.7,2.3,96.8
41,0.2,0.7,2.3,96.8
42,0.2,0.7,2.3,96.8
43,0.2,0.7,2.3,96.8
44,0.2,0.8,2.3,96.7
45,0.2,0.8,2.3,96.8
46,0.2,0.8,2.4,96.7
47,0.2,0.8,2.4,96.7
48,0.2,0.8,2.4,96.7
49,0.2,0.8,2.4,96.7
50,0.2,0.8,2.4,96.6
51,0.2,0.8,2.4,96.6
52,0.2,0.8,2.4,96.6
53,0.2,0.8,2.4,96.6
54,0.2,0.8,2.4,96.6
55,0.2,0.8,2.4,96.6
56,0.2,0.8,2.4,96.5
57,0.2,0.8,2.4,96.5
58,0.2,0.8,2.5,96.5
59,0.2,0.8,2.5,96.5
60,0.2,0.8,2.5,96.5
61,0.2,0.8,2.5,96.5
62,0.2,0.9,2.5,96.4
63,0.2,0.9,2.5,96.4
64,0.2,0.9,2.5,96.4
65,0.2,0.9,2.5,96.4
66,0.2,0.9,2.5,96.4
67,0.2,0.9,2.6,96.3
68,0.2,0.9,2.6,96.3
69,0.2,0.9,2.6,96.3
70,0.2,0.9,2.6,96.2
71,0.2,0.9,2.6,96.2
72,0.2,0.9,2.6,96.2
73,0.2,1,2.7,96.1
74,0.2,1,2.7,96.1
75,0.2,1,2.7,96.1
76,0.3,1,2.7,96.1
77,0.3,1,2.7,96
78,0.3,1,2.7,96
79,0.3,1,2.8,96
80,0.3,1,2.8,96
81,0.3,1,2.8,95.9
82,0.3,1.1,2.8,95.9
83,0.3,1.1,2.8,95.8
84,0.3,1.1,2.8,95.8
85,0.3,1.1,2.8,95.8
86,0.3,1.1,2.9,95.7
87,0.3,1.1,2.9,95.7
88,0.3,1.1,2.9,95.6
89,0.3,1.1,2.9,95.6
