Pos,[0-10),[10-20),[20-30),[30-40]
1,0.1,0.6,2,97.3
2,0.3,0.8,2.4,96.5
3,0.2,0.7,2.1,97
4,0.1,0.6,2.1,97.1
5,0.1,0.7,2.1,97.1
6,0.1,0.7,2.2,97
7,0.1,0.7,2.2,97
8,0.1,0.7,2.1,97.1
9,0.1,0.7,2.2,97
10,0.1,0.7,2.2,97
11,0.1,0.7,2.2,97
12,0.1,0.7,2.2,97
13,0.1,0.7,2.2,97
14,0.1,0.7,2.2,97
15,0.1,0.7,2.2,97
16,0.1,0.7,2.2,97
17,0.1,0.7,2.2,97
18,0.1,0.7,2.2,97
19,0.1,0.7,2.2,97
20,0.1,0.7,2.2,97
21,0.1,0.7,2.2,96.9
22,0.1,0.7,2.2,97
23,0.1,0.7,2.2,96.9
24,0.1,0.7,2.2,97
25,0.2,0.7,2.2,96.9
26,0.2,0.7,2.2,96.9
27,0.2,0.7,2.2,96.9
28,0.2,0.7,2.2,96.9
29,0.2,0.7,2.2,96.9
30,0.2,0.7,2.2,96.9
31,0.2,0.7,2.2,96.9
32,0.2,0.7,2.2,96.9
33,0.2,0.7,2.3,96.9
34,0.2,0.7,2.3,96.8
35,0.2,0.7,2.3,96.8
36,0.2,0.7,2.3,96.8
37,0.2,0.7,2.3,96.8
38,0.2,0.7,2.3,96.8
39,0.2,0.8,2.3,96.8
40,0.2,0.8,2.3,96.8
41,0.2,0.8,2.3,96.8
42,0.2,0.8,2.3,96.8
43,0.2,0.8,2.3,96.8
44,0.2,0.8,2.3,96.7
45,0.2,0.8,2.3,96.7
46,0.2,0.8,2.3,96.7
47,0.2,0.8,2.3,96.7
48,0.2,0.8,2.4,96.7
49,0.2,0.8,2.4,96.7
50,0.2,0.8,2.4,96.6
51,0.2,0.8,2.4,96.6
52,0.2,0.8,2.4,96.6
53,0.2,0.8,2.4,96.6
54,0.2,0.8,2.4,96.6
55,0.2,0.8,2.4,96.6
56,0.2,0.8,2.4,96.5
57,0.2,0.8,2.4,96.5
58,0.2,0.8,2.5,96.5
