Pos,[0-10),[10-20),[20-30),[30-40]
1,0.2,0.7,2.5,96.6
2,0.2,0.8,2.6,96.5
3,0.1,0.6,2.2,97
4,0.1,0.6,2.2,97.1
5,0.1,0.7,2.2,97
6,0.1,0.7,2.2,97
7,0.1,0.7,2.3,96.9
8,0.1,0.6,2.2,97
9,0.1,0.7,2.2,97
10,0.1,0.7,2.3,96.9
11,0.1,0.7,2.2,97
12,0.1,0.7,2.2,97
13,0.1,0.7,2.2,97
14,0.1,0.7,2.2,97
15,0.1,0.7,2.2,96.9
16,0.1,0.7,2.3,96.9
17,0.1,0.7,2.3,96.9
18,0.1,0.7,2.3,96.9
19,0.2,0.7,2.3,96.8
20,0.2,0.7,2.3,96.8
21,0.2,0.8,2.4,96.7
22,0.2,0.8,2.4,96.7
23,0.2,0.8,2.4,96.6
24,0.2,0.8,2.5,96.5
25,0.2,0.8,2.4,96.7
26,0.2,0.7,2.4,96.7
27,0.1,0.7,2.3,96.8
28,0.2,0.7,2.4,96.8
29,0.1,0.7,2.3,96.8
30,0.1,0.7,2.3,96.8
31,0.1,0.7,2.4,96.8
32,0.1,0.7,2.4,96.8
33,0.1,0.7,2.4,96.8
34,0.2,0.7,2.4,96.7
35,0.2,0.7,2.4,96.7
36,0.2,0.7,2.4,96.7
37,0.2,0.8,2.4,96.7
38,0.2,0.8,2.4,96.7
39,0.2,0.8,2.4,96.6
40,0.2,0.8,2.5,96.6
41,0.2,0.8,2.5,96.6
42,0.2,0.8,2.5,96.6
43,0.2,0.8,2.5,96.6
44,0.2,0.8,2.5,96.6
45,0.2,0.8,2.5,96.5
46,0.2,0.8,2.5,96.5
47,0.2,0.8,2.5,96.5
48,0.2,0.8,2.5,96.5
49,0.2,0.8,2.6,96.4
50,0.2,0.8,2.6,96.4
51,0.2,0.8,2.6,96.4
52,0.2,0.8,2.6,96.4
53,0.2,0.9,2.6,96.3
54,0.2,0.9,2.6,96.3
55,0.2,0.9,2.6,96.3
56,0.2,0.9,2.6,96.3
57,0.2,0.9,2.7,96.3
58,0.2,0.9,2.7,96.2
59,0.2,0.9,2.7,96.2
60,0.2,0.9,2.7,96.1
61,0.2,0.9,2.8,96.1
62,0.2,0.9,2.7,96.1
63,0.2,0.9,2.8,96.1
64,0.2,0.9,2.8,96.1
65,0.2,1,2.8,96
66,0.2,1,2.8,96
67,0.2,1,2.8,95.9
68,0.2,1,2.8,95.9
69,0.2,1,2.8,95.9
70,0.2,1,2.9,95.9
71,0.2,1,2.9,95.9
72,0.3,1,2.9,95.8
73,0.3,1,2.9,95.8
74,0.3,1.1,3,95.7
75,0.3,1.1,3,95.7
76,0.3,1.1,3,95.6
77,0.3,1.1,3,95.6
78,0.3,1.1,3,95.6
79,0.3,1.1,3.1,95.5
80,0.3,1.1,3.1,95.5
81,0.3,1.2,3.1,95.4
82,0.3,1.2,3.1,95.4
83,0.3,1.2,3.2,95.3
84,0.3,1.2,3.2,95.3
85,0.3,1.2,3.2,95.3
86,0.3,1.2,3.2,95.2
87,0.3,1.2,3.3,95.2
