Pos,[0-10),[10-20),[20-30),[30-40]
1,0.2,1.1,3.4,95.3
2,0.4,1,3,95.5
3,0.4,0.8,2.6,96.2
4,0.2,0.9,2.7,96.3
5,0.2,0.8,2.7,96.3
6,0.2,0.9,2.7,96.3
7,0.2,0.9,2.8,96.2
8,0.2,0.8,2.7,96.3
9,0.2,0.9,2.8,96.2
10,0.2,0.9,2.8,96.1
11,0.2,0.9,2.8,96.1
12,0.2,0.9,2.8,96.2
13,0.2,0.9,2.8,96.1
14,0.2,0.9,2.8,96.2
15,0.2,0.9,2.8,96.2
16,0.2,0.9,2.8,96.1
17,0.2,0.9,2.8,96.1
18,0.2,0.9,2.8,96.1
19,0.2,0.9,2.8,96.1
20,0.2,0.9,2.8,96.1
21,0.2,0.9,2.8,96.1
22,0.2,0.9,2.8,96.1
23,0.2,0.9,2.8,96.1
24,0.2,0.9,2.8,96.1
25,0.2,0.9,2.9,96
26,0.2,0.9,2.8,96
27,0.2,0.9,2.9,96
28,0.2,0.9,2.9,96
29,0.2,0.9,2.9,96
30,0.2,0.9,2.9,96
31,0.2,1,2.9,95.9
32,0.2,1,2.9,95.9
33,0.2,1,2.9,95.9
34,0.2,1,2.9,95.9
35,0.2,1,2.9,95.9
36,0.2,1,2.9,95.9
37,0.2,1,3,95.8
38,0.2,1,2.9,95.8
39,0.2,1,3,95.8
40,0.2,1,3,95.8
41,0.2,1,3,95.8
42,0.2,1,3,95.8
43,0.2,1,3,95.7
44,0.2,1,3,95.7
45,0.2,1,3,95.7
46,0.2,1.1,3,95.7
47,0.2,1,3,95.7
48,0.2,1.1,3,95.7
49,0.3,1.1,3.1,95.6
50,0.3,1.1,3.1,95.6
51,0.3,1.1,3.1,95.6
52,0.3,1.1,3.1,95.6
53,0.3,1.1,3.1,95.6
54,0.3,1.1,3.1,95.6
55,0.3,1.1,3.1,95.5
56,0.3,1.1,3.1,95.5
57,0.3,1.1,3.1,95.5
58,0.3,1.1,3.2,95.4
59,0.3,1.1,3.2,95.4
60,0.3,1.2,3.2,95.4
61,0.3,1.2,3.2,95.3
62,0.3,1.2,3.2,95.3
63,0.3,1.2,3.2,95.3
64,0.3,1.2,3.3,95.2
65,0.3,1.2,3.3,95.2
66,0.3,1.2,3.3,95.2
67,0.3,1.2,3.3,95.2
68,0.3,1.2,3.3,95.1
69,0.3,1.2,3.3,95.1
70,0.3,1.3,3.3,95.1
71,0.3,1.3,3.4,95
72,0.3,1.3,3.4,95
73,0.3,1.3,3.4,95
74,0.3,1.3,3.4,94.9
75,0.3,1.3,3.4,94.9
