Pos,[0-10),[10-20),[20-30),[30-40]
1,0.2,0.9,2.7,96.2
2,0.2,0.9,2.9,96
3,0.1,0.7,2.6,96.6
4,0.1,0.7,2.5,96.6
5,0.1,0.7,2.6,96.6
6,0.1,0.7,2.6,96.6
7,0.1,0.7,2.6,96.5
8,0.1,0.7,2.5,96.6
9,0.1,0.7,2.6,96.6
10,0.1,0.7,2.6,96.6
11,0.1,0.7,2.5,96.6
12,0.1,0.7,2.5,96.6
13,0.1,0.7,2.5,96.6
14,0.1,0.7,2.5,96.6
15,0.1,0.7,2.5,96.6
16,0.1,0.7,2.5,96.6
17,0.1,0.7,2.5,96.7
18,0.1,0.7,2.5,96.6
19,0.1,0.7,2.5,96.6
20,0.1,0.7,2.5,96.7
21,0.1,0.7,2.5,96.6
22,0.1,0.7,2.5,96.6
23,0.1,0.7,2.5,96.7
24,0.1,0.7,2.5,96.7
25,0.1,0.7,2.5,96.7
26,0.1,0.7,2.5,96.7
27,0.1,0.7,2.5,96.7
28,0.1,0.7,2.5,96.7
29,0.1,0.7,2.5,96.7
30,0.1,0.7,2.5,96.6
31,0.1,0.7,2.5,96.6
32,0.1,0.7,2.5,96.6
33,0.1,0.7,2.5,96.7
34,0.1,0.7,2.5,96.6
35,0.1,0.7,2.5,96.6
36,0.1,0.7,2.5,96.7
37,0.1,0.7,2.5,96.6
38,0.1,0.7,2.5,96.6
39,0.1,0.7,2.5,96.6
40,0.1,0.7,2.5,96.6
41,0.1,0.7,2.5,96.6
42,0.1,0.7,2.5,96.6
43,0.1,0.7,2.5,96.6
44,0.1,0.7,2.5,96.6
45,0.1,0.7,2.5,96.6
46,0.1,0.7,2.5,96.6
47,0.1,0.7,2.5,96.6
48,0.1,0.8,2.5,96.6
49,0.1,0.8,2.5,96.6
50,0.1,0.8,2.5,96.6
51,0.2,0.8,2.5,96.6
52,0.2,0.8,2.5,96.6
53,0.2,0.8,2.5,96.6
54,0.2,0.8,2.5,96.5
55,0.2,0.8,2.5,96.5
56,0.2,0.8,2.5,96.5
57,0.2,0.8,2.6,96.5
58,0.2,0.8,2.6,96.5
59,0.2,0.8,2.6,96.5
60,0.2,0.8,2.6,96.5
61,0.2,0.8,2.6,96.5
62,0.2,0.8,2.6,96.5
63,0.2,0.8,2.6,96.5
64,0.2,0.8,2.6,96.4
65,0.2,0.8,2.6,96.4
66,0.2,0.8,2.6,96.4
67,0.2,0.8,2.6,96.4
68,0.2,0.8,2.6,96.4
69,0.2,0.8,2.6,96.4
70,0.2,0.8,2.6,96.4
71,0.2,0.8,2.6,96.4
72,0.2,0.8,2.6,96.4
73,0.2,0.8,2.6,96.3
74,0.2,0.8,2.6,96.3
75,0.2,0.9,2.6,96.3
76,0.2,0.9,2.6,96.3
77,0.2,0.9,2.6,96.3
78,0.2,0.9,2.7,96.3
79,0.2,0.9,2.7,96.3
80,0.2,0.9,2.7,96.3
81,0.2,0.9,2.7,96.2
82,0.2,0.9,2.7,96.2
83,0.2,0.9,2.7,96.2
84,0.2,0.9,2.7,96.2
85,0.2,0.9,2.7,96.2
86,0.2,0.9,2.7,96.2
87,0.2,0.9,2.7,96.2
88,0.2,0.9,2.7,96.1
89,0.2,0.9,2.7,96.1
90,0.2,0.9,2.7,96.1
91,0.2,0.9,2.7,96.1
92,0.2,0.9,2.8,96.1
93,0.2,1,2.8,96
94,0.2,1,2.8,96
95,0.2,1,2.8,96
96,0.2,1,2.8,96
97,0.2,1,2.8,95.9
98,0.2,1,2.8,95.9
99,0.2,1,2.8,95.9
100,0.2,1,2.8,95.9
101,0.3,1,2.9,95.9
102,0.3,1,2.9,95.8
103,0.3,1.1,2.9,95.8
104,0.3,1.1,2.9,95.8
105,0.3,1.1,2.9,95.7
106,0.3,1.1,2.9,95.7
