Pos,[0-10),[10-20),[20-30),[30-40]
1,0.2,0.9,2.8,96.2
2,0.2,0.9,3,96
3,0.2,0.8,2.6,96.4
4,0.2,0.8,2.7,96.3
5,0.2,0.8,2.8,96.2
6,0.2,0.8,2.8,96.2
7,0.2,0.9,2.9,96.1
8,0.2,0.8,2.7,96.3
9,0.2,0.8,2.8,96.2
10,0.2,0.9,2.8,96.2
11,0.2,0.8,2.8,96.2
12,0.2,0.8,2.8,96.2
13,0.2,0.8,2.8,96.2
14,0.2,0.8,2.8,96.2
15,0.2,0.8,2.8,96.2
16,0.2,0.8,2.8,96.2
17,0.2,0.8,2.8,96.2
18,0.2,0.9,2.8,96.2
19,0.2,0.9,2.9,96.1
20,0.2,0.9,2.8,96.1
21,0.2,0.9,2.8,96.1
22,0.2,0.9,2.8,96.1
23,0.2,0.9,2.8,96.1
24,0.2,0.9,2.8,96.1
25,0.2,0.9,2.9,96
26,0.2,0.9,2.9,96
27,0.2,0.9,2.9,96
28,0.2,0.9,2.9,96
29,0.2,0.9,2.9,96
30,0.2,0.9,2.9,96
31,0.2,0.9,3,95.9
32,0.2,0.9,2.9,96
33,0.2,0.9,3,95.9
34,0.2,0.9,3,95.9
35,0.2,0.9,3,95.9
36,0.2,0.9,3,95.9
37,0.2,0.9,3,95.9
38,0.2,0.9,3,95.9
39,0.2,0.9,3,95.9
40,0.2,0.9,3,95.9
41,0.2,1,3,95.8
42,0.2,1,3,95.8
43,0.2,1,3,95.8
44,0.2,1,3,95.8
45,0.2,1,3,95.8
46,0.2,1,3.1,95.8
47,0.2,1,3.1,95.8
48,0.2,1,3.1,95.8
49,0.2,1,3.1,95.7
50,0.2,1,3.1,95.7
51,0.2,1,3.1,95.7
52,0.2,1,3.1,95.7
53,0.2,1,3.1,95.7
54,0.2,1,3.1,95.7
55,0.2,1,3.1,95.6
56,0.2,1,3.1,95.6
57,0.2,1,3.1,95.6
58,0.2,1,3.2,95.6
59,0.2,1,3.2,95.6
60,0.2,1.1,3.2,95.5
61,0.2,1.1,3.2,95.5
62,0.2,1.1,3.2,95.5
63,0.2,1.1,3.2,95.5
64,0.2,1.1,3.2,95.5
65,0.2,1.1,3.2,95.5
66,0.2,1.1,3.2,95.5
67,0.2,1.1,3.2,95.4
68,0.2,1.1,3.2,95.4
69,0.2,1.1,3.2,95.4
70,0.3,1.1,3.3,95.4
71,0.3,1.1,3.3,95.4
72,0.3,1.1,3.3,95.3
73,0.3,1.1,3.3,95.3
74,0.3,1.1,3.3,95.3
75,0.3,1.1,3.3,95.3
76,0.3,1.2,3.3,95.3
77,0.3,1.2,3.3,95.2
78,0.3,1.2,3.3,95.2
79,0.3,1.2,3.3,95.2
80,0.3,1.2,3.3,95.2
81,0.3,1.2,3.4,95.2
82,0.3,1.2,3.4,95.1
83,0.3,1.2,3.4,95.1
84,0.3,1.2,3.4,95.1
85,0.3,1.2,3.4,95.1
86,0.3,1.2,3.4,95.1
87,0.3,1.2,3.4,95
88,0.3,1.2,3.4,95
89,0.3,1.2,3.5,95
90,0.3,1.3,3.5,95
91,0.3,1.3,3.5,94.9
92,0.3,1.3,3.5,94.9
93,0.3,1.3,3.5,94.9
94,0.3,1.3,3.5,94.9
95,0.3,1.3,3.5,94.8
96,0.3,1.3,3.5,94.8
97,0.3,1.3,3.6,94.8
98,0.3,1.3,3.6,94.8
99,0.3,1.3,3.6,94.7
100,0.3,1.4,3.6,94.7
101,0.4,1.4,3.6,94.7
102,0.4,1.4,3.6,94.6
103,0.4,1.4,3.6,94.6
104,0.4,1.4,3.6,94.6
105,0.4,1.4,3.6,94.5
106,0.4,1.4,3.7,94.5
107,0.4,1.5,3.7,94.5
108,0.4,1.5,3.7,94.5
109,0.4,1.5,3.7,94.4
110,0.4,1.5,3.7,94.4
111,0.2,1,3.6,95.2
112,0.1,0.8,3.6,95.5
113,0.1,0.7,3.2,96.1
114,0.1,0.6,3.1,96.2
115,0.1,0.7,3.3,95.9
116,0.1,0.7,3.3,96
117,0.1,0.7,3.4,95.8
118,0.1,0.7,3.2,96
119,0.1,0.7,3.3,95.9
120,0.1,0.7,3.4,95.8
121,0.1,0.8,3.4,95.8
122,0.1,0.7,3.4,95.8
123,0.1,0.8,3.4,95.7
124,0.1,0.8,3.4,95.8
125,0.1,0.8,3.4,95.7
126,0.1,0.8,3.4,95.7
127,0.1,0.8,3.4,95.7
128,0.1,0.8,3.5,95.6
129,0.1,0.8,3.5,95.6
130,0.1,0.8,3.5,95.6
131,0.1,0.8,3.5,95.6
132,0.1,0.8,3.5,95.6
133,0.1,0.8,3.5,95.6
134,0.1,0.8,3.5,95.5
135,0.1,0.8,3.5,95.5
136,0.1,0.8,3.6,95.5
137,0.1,0.8,3.6,95.5
138,0.1,0.9,3.6,95.4
139,0.1,0.9,3.6,95.4
140,0.1,0.9,3.6,95.4
141,0.1,0.9,3.6,95.4
142,0.1,0.9,3.7,95.3
143,0.1,0.9,3.6,95.3
144,0.1,0.9,3.7,95.3
145,0.1,0.9,3.7,95.3
146,0.1,0.9,3.7,95.2
147,0.1,0.9,3.7,95.2
148,0.1,0.9,3.7,95.2
149,0.1,0.9,3.7,95.2
150,0.1,1,3.8,95.2
151,0.1,1,3.8,95.1
152,0.1,1,3.8,95.1
153,0.1,1,3.8,95.1
154,0.1,1,3.8,95
155,0.1,1,3.8,95
156,0.1,1,3.9,95
157,0.2,1,3.9,95
158,0.2,1,3.9,95
159,0.2,1,3.9,94.9
160,0.2,1.1,3.9,94.9
161,0.2,1,3.9,94.9
162,0.2,1.1,3.9,94.8
163,0.2,1.1,4,94.8
164,0.2,1.1,4,94.8
165,0.2,1.1,4,94.8
166,0.2,1.1,4,94.7
167,0.2,1.1,4,94.7
168,0.2,1.1,4,94.6
169,0.2,1.1,4,94.6
170,0.2,1.1,4.1,94.6
171,0.2,1.2,4.1,94.5
172,0.2,1.2,4.1,94.5
173,0.2,1.2,4.1,94.5
174,0.2,1.2,4.1,94.5
175,0.2,1.2,4.1,94.4
176,0.2,1.2,4.2,94.4
177,0.2,1.2,4.2,94.4
178,0.2,1.3,4.2,94.3
179,0.2,1.3,4.2,94.3
180,0.2,1.3,4.3,94.2
181,0.2,1.3,4.3,94.2
182,0.2,1.3,4.3,94.2
183,0.2,1.3,4.3,94.1
184,0.2,1.3,4.3,94.1
185,0.3,1.4,4.4,94
186,0.3,1.4,4.4,94
187,0.3,1.4,4.4,93.9
188,0.3,1.4,4.4,93.9
189,0.3,1.4,4.4,93.9
190,0.3,1.4,4.5,93.8
191,0.3,1.5,4.5,93.7
192,0.3,1.5,4.5,93.7
193,0.3,1.5,4.5,93.7
194,0.3,1.5,4.6,93.6
195,0.3,1.5,4.6,93.6
196,0.3,1.5,4.6,93.5
197,0.3,1.6,4.6,93.5
198,0.3,1.6,4.7,93.4
199,0.3,1.6,4.7,93.4
200,0.3,1.6,4.7,93.3
201,0.3,1.6,4.8,93.2
202,0.4,1.7,4.8,93.2
203,0.4,1.7,4.8,93.1
204,0.4,1.7,4.9,93.1
205,0.4,1.7,4.9,93
206,0.4,1.8,4.9,92.9
207,0.4,1.8,5,92.8
208,0.4,1.8,5,92.8
209,0.4,1.9,5.1,92.6
210,0.4,1.9,5,92.7
211,0.5,1.9,5.1,92.5
212,0.6,1.9,5.1,92.4
213,0.6,2,5.1,92.3
214,0.6,2,5.2,92.2
215,0.5,2.1,5.2,92.2
216,0.5,2.1,5.2,92.2
217,0.5,2.1,5.3,92.1
218,0.5,2.1,5.3,92
219,0.5,2.1,5.3,92
220,0.6,2.2,5.4,91.9
