Pos,[0-10),[10-20),[20-30),[30-40]
1,0.2,1.1,3.7,95
2,0.2,1,3.4,95.4
3,0.1,0.9,3.1,95.9
4,0.1,0.9,3.1,95.9
5,0.2,0.9,3.2,95.8
6,0.2,0.9,3.2,95.7
7,0.2,0.9,3.3,95.6
8,0.1,0.9,3.1,95.8
9,0.2,0.9,3.2,95.7
10,0.2,0.9,3.3,95.6
11,0.2,0.9,3.2,95.7
12,0.2,0.9,3.2,95.7
13,0.2,0.9,3.2,95.7
14,0.2,0.9,3.2,95.8
15,0.2,0.9,3.2,95.8
16,0.2,0.9,3.2,95.7
17,0.2,0.9,3.2,95.8
18,0.2,0.9,3.2,95.7
19,0.2,0.9,3.2,95.7
20,0.2,0.9,3.1,95.8
21,0.2,0.9,3.2,95.7
22,0.2,0.9,3.2,95.7
23,0.2,0.9,3.2,95.8
24,0.2,0.9,3.2,95.8
25,0.2,0.9,3.2,95.7
26,0.2,0.9,3.2,95.8
27,0.2,0.9,3.2,95.7
28,0.2,0.9,3.2,95.7
29,0.2,0.9,3.2,95.8
30,0.2,0.9,3.2,95.7
31,0.2,0.9,3.2,95.7
32,0.2,0.9,3.2,95.8
33,0.2,0.9,3.2,95.7
34,0.2,0.9,3.2,95.7
35,0.2,0.9,3.1,95.8
36,0.2,0.9,3.2,95.7
37,0.2,0.9,3.2,95.7
38,0.2,0.9,3.1,95.8
39,0.2,0.9,3.2,95.7
40,0.2,1,3.2,95.7
41,0.2,0.9,3.2,95.7
42,0.2,0.9,3.2,95.7
43,0.2,1,3.2,95.7
44,0.2,0.9,3.1,95.7
45,0.2,0.9,3.2,95.7
46,0.2,1,3.2,95.6
47,0.2,1,3.2,95.7
48,0.2,1,3.2,95.7
49,0.2,1,3.2,95.6
50,0.2,1,3.2,95.7
51,0.2,1,3.2,95.6
52,0.2,1,3.2,95.6
53,0.2,1,3.2,95.7
54,0.2,1,3.2,95.6
55,0.2,1,3.2,95.6
56,0.2,1,3.2,95.6
57,0.2,1,3.2,95.6
58,0.2,1,3.2,95.6
