Pos,[0-10),[10-20),[20-30),[30-40]
1,0.2,0.7,2.3,96.8
2,0.1,0.8,2.6,96.5
3,0.1,0.7,2.3,96.9
4,0.1,0.7,2.3,96.9
5,0.1,0.7,2.4,96.8
6,0.1,0.7,2.4,96.7
7,0.1,0.7,2.4,96.8
8,0.1,0.7,2.3,96.8
9,0.1,0.7,2.4,96.7
10,0.1,0.7,2.4,96.7
11,0.1,0.7,2.5,96.7
12,0.1,0.7,2.4,96.7
13,0.1,0.7,2.4,96.7
14,0.1,0.7,2.4,96.7
15,0.1,0.7,2.4,96.7
16,0.1,0.7,2.4,96.7
17,0.1,0.7,2.4,96.7
18,0.1,0.7,2.4,96.7
19,0.1,0.7,2.4,96.7
20,0.1,0.7,2.4,96.7
21,0.1,0.7,2.4,96.7
22,0.1,0.7,2.5,96.6
23,0.1,0.7,2.5,96.6
24,0.1,0.8,2.5,96.6
25,0.1,0.8,2.5,96.6
26,0.1,0.7,2.5,96.6
27,0.1,0.8,2.5,96.6
28,0.1,0.7,2.5,96.6
29,0.1,0.7,2.5,96.6
30,0.1,0.7,2.5,96.6
31,0.1,0.7,2.5,96.6
32,0.1,0.7,2.5,96.6
33,0.1,0.7,2.5,96.6
34,0.1,0.8,2.5,96.6
35,0.1,0.7,2.5,96.6
36,0.1,0.8,2.5,96.6
37,0.1,0.8,2.5,96.6
38,0.1,0.8,2.5,96.6
39,0.1,0.8,2.5,96.6
40,0.1,0.8,2.5,96.6
41,0.1,0.8,2.5,96.6
42,0.1,0.8,2.5,96.6
43,0.1,0.8,2.5,96.6
44,0.2,0.8,2.5,96.6
45,0.2,0.8,2.5,96.6
46,0.2,0.8,2.6,96.5
47,0.2,0.8,2.6,96.5
48,0.2,0.8,2.6,96.5
49,0.2,0.8,2.6,96.5
50,0.2,0.8,2.6,96.5
51,0.2,0.8,2.6,96.5
52,0.2,0.8,2.6,96.5
53,0.2,0.8,2.6,96.5
54,0.2,0.8,2.6,96.5
55,0.2,0.8,2.6,96.5
56,0.2,0.8,2.6,96.5
57,0.2,0.8,2.6,96.4
58,0.2,0.8,2.6,96.4
59,0.2,0.8,2.6,96.4
60,0.2,0.8,2.6,96.4
61,0.2,0.8,2.6,96.4
62,0.2,0.8,2.6,96.4
63,0.2,0.8,2.6,96.4
64,0.2,0.8,2.6,96.4
65,0.2,0.8,2.7,96.3
66,0.2,0.8,2.6,96.3
67,0.2,0.8,2.7,96.3
68,0.2,0.8,2.7,96.3
69,0.2,0.9,2.7,96.3
70,0.2,0.9,2.7,96.3
71,0.2,0.9,2.7,96.3
72,0.2,0.9,2.7,96.2
73,0.2,0.9,2.7,96.2
74,0.2,0.9,2.7,96.2
75,0.2,0.9,2.7,96.2
