Pos,[0-10),[10-20),[20-30),[30-40]
1,0.1,0.6,2.5,96.8
2,0.1,0.8,3,96.1
3,0.1,0.7,2.7,96.5
4,0.1,0.7,2.6,96.6
5,0.1,0.7,2.7,96.5
6,0.1,0.7,2.8,96.4
7,0.1,0.7,2.8,96.3
8,0.1,0.7,2.8,96.4
9,0.1,0.7,2.8,96.4
10,0.1,0.8,2.8,96.3
11,0.1,0.8,2.8,96.3
12,0.1,0.8,2.8,96.3
13,0.1,0.8,2.8,96.3
14,0.1,0.7,2.8,96.3
15,0.1,0.7,2.8,96.3
16,0.1,0.8,2.8,96.3
17,0.1,0.8,2.8,96.3
18,0.1,0.8,2.8,96.3
19,0.1,0.8,2.8,96.3
20,0.1,0.8,2.8,96.3
21,0.1,0.8,2.8,96.3
22,0.1,0.8,2.8,96.3
23,0.1,0.8,2.8,96.3
24,0.1,0.8,2.8,96.3
25,0.1,0.8,2.8,96.3
26,0.1,0.8,2.8,96.3
27,0.1,0.8,2.8,96.3
28,0.1,0.8,2.8,96.3
29,0.1,0.8,2.8,96.2
30,0.1,0.8,2.8,96.2
31,0.1,0.8,2.8,96.3
32,0.1,0.8,2.8,96.3
33,0.1,0.8,2.8,96.2
34,0.1,0.8,2.8,96.2
35,0.1,0.8,2.8,96.2
36,0.2,0.8,2.8,96.2
37,0.1,0.8,2.8,96.2
38,0.1,0.8,2.9,96.2
39,0.1,0.8,2.9,96.2
40,0.1,0.8,2.9,96.2
41,0.1,0.8,2.9,96.2
42,0.1,0.8,2.9,96.2
43,0.1,0.8,2.9,96.2
44,0.1,0.8,2.9,96.2
45,0.1,0.8,2.9,96.1
46,0.1,0.8,2.9,96.1
47,0.1,0.8,2.9,96.2
48,0.1,0.8,2.9,96.1
49,0.2,0.8,2.9,96.1
50,0.2,0.8,2.9,96.1
51,0.2,0.8,2.9,96.1
52,0.2,0.9,2.9,96.1
53,0.2,0.9,3,96
54,0.2,0.9,2.9,96
55,0.2,0.9,3,96
56,0.2,0.9,3,96
57,0.2,0.9,3,96
58,0.2,0.9,3,96
59,0.2,0.9,3,95.9
60,0.2,0.9,3,95.9
61,0.2,0.9,3,95.9
62,0.2,0.9,3,95.9
63,0.2,0.9,3,95.8
64,0.2,0.9,3.1,95.8
65,0.2,0.9,3,95.8
66,0.2,0.9,3.1,95.8
67,0.2,1,3.1,95.8
68,0.2,1,3.1,95.8
69,0.2,1,3.1,95.7
70,0.2,1,3.1,95.7
71,0.2,1,3.1,95.7
72,0.2,1,3.1,95.6
73,0.2,1,3.2,95.6
74,0.2,1,3.2,95.6
75,0.2,1.1,3.2,95.5
76,0.2,1.1,3.2,95.5
77,0.2,1.1,3.2,95.5
78,0.2,1.1,3.2,95.5
79,0.2,1.1,3.2,95.5
80,0.3,1.1,3.2,95.4
81,0.3,1.1,3.3,95.4
82,0.3,1.1,3.3,95.3
83,0.3,1.1,3.3,95.3
84,0.3,1.2,3.3,95.3
85,0.3,1.2,3.3,95.2
86,0.3,1.2,3.3,95.2
87,0.3,1.2,3.3,95.2
88,0.3,1.2,3.4,95.1
89,0.3,1.2,3.4,95.1
90,0.3,1.2,3.4,95
91,0.3,1.3,3.4,95
92,0.3,1.3,3.4,95
93,0.3,1.3,3.4,94.9
94,0.3,1.3,3.5,94.9
95,0.3,1.3,3.4,94.9
96,0.4,1.3,3.5,94.8
97,0.4,1.4,3.5,94.8
98,0.4,1.4,3.5,94.8
99,0.4,1.4,3.5,94.7
100,0.4,1.4,3.5,94.7
101,0.4,1.4,3.5,94.6
102,0.5,1.5,3.6,94.5
103,0.5,1.5,3.6,94.5
104,0.4,1.5,3.6,94.5
105,0.4,1.5,3.6,94.5
106,0.5,1.5,3.6,94.4
107,0.5,1.6,3.6,94.3
108,0.5,1.6,3.6,94.3
109,0.5,1.6,3.7,94.3
110,0.5,1.6,3.7,94.2
111,0.2,0.8,2.9,96.2
112,0.1,0.8,3.2,95.9
113,0.1,0.7,3,96.2
114,0.1,0.6,2.9,96.4
115,0.1,0.7,3,96.2
116,0.1,0.7,3.1,96.1
117,0.1,0.7,3.1,96.1
118,0.1,0.7,3.1,96.1
119,0.1,0.7,3.1,96.1
120,0.1,0.7,3.1,96
121,0.1,0.7,3.2,96
122,0.1,0.7,3.2,96
123,0.1,0.7,3.2,96
124,0.1,0.7,3.2,96
125,0.1,0.8,3.2,95.9
126,0.1,0.8,3.2,95.9
127,0.1,0.8,3.2,95.9
128,0.1,0.8,3.2,95.9
129,0.1,0.8,3.3,95.8
130,0.1,0.8,3.3,95.8
131,0.1,0.8,3.3,95.8
132,0.1,0.8,3.3,95.8
133,0.1,0.8,3.3,95.8
134,0.1,0.8,3.3,95.7
135,0.1,0.8,3.3,95.7
136,0.1,0.8,3.4,95.7
137,0.1,0.8,3.4,95.7
138,0.1,0.8,3.4,95.7
139,0.1,0.8,3.4,95.7
140,0.1,0.8,3.4,95.6
141,0.1,0.9,3.4,95.6
142,0.1,0.9,3.4,95.6
143,0.1,0.9,3.4,95.6
144,0.1,0.9,3.5,95.5
145,0.1,0.9,3.5,95.5
146,0.1,0.9,3.5,95.5
147,0.1,0.9,3.5,95.5
148,0.1,0.9,3.5,95.5
149,0.1,0.9,3.5,95.4
150,0.1,0.9,3.6,95.4
151,0.2,0.9,3.6,95.4
152,0.2,1,3.6,95.3
153,0.2,1,3.6,95.3
154,0.2,1,3.6,95.3
155,0.2,1,3.7,95.2
156,0.2,1,3.7,95.2
157,0.2,1,3.7,95.2
158,0.2,1,3.7,95.2
159,0.2,1,3.7,95.1
160,0.2,1,3.7,95
161,0.2,1,3.7,95.1
162,0.2,1,3.8,95
163,0.2,1.1,3.8,94.9
164,0.2,1.1,3.8,94.9
165,0.2,1.1,3.8,94.9
166,0.2,1.1,3.9,94.8
167,0.2,1.1,3.9,94.8
168,0.2,1.1,3.9,94.8
169,0.2,1.1,3.9,94.7
170,0.2,1.1,3.9,94.7
171,0.2,1.2,4,94.6
172,0.2,1.2,4,94.6
173,0.2,1.2,4,94.6
174,0.2,1.2,4.1,94.5
175,0.2,1.2,4.1,94.5
176,0.2,1.2,4.1,94.4
177,0.3,1.3,4.1,94.3
178,0.3,1.3,4.2,94.3
179,0.3,1.3,4.2,94.3
180,0.3,1.3,4.2,94.2
181,0.3,1.3,4.2,94.2
182,0.3,1.4,4.3,94.1
183,0.3,1.4,4.3,94.1
184,0.3,1.4,4.3,94
185,0.3,1.4,4.3,94
186,0.3,1.4,4.3,93.9
187,0.3,1.5,4.4,93.8
188,0.3,1.5,4.4,93.8
189,0.3,1.5,4.4,93.7
190,0.3,1.5,4.5,93.7
191,0.3,1.5,4.5,93.6
192,0.4,1.6,4.5,93.6
193,0.4,1.6,4.6,93.5
194,0.4,1.6,4.6,93.5
195,0.4,1.6,4.6,93.4
196,0.4,1.7,4.6,93.3
197,0.4,1.7,4.6,93.3
198,0.4,1.7,4.7,93.2
199,0.4,1.7,4.7,93.2
200,0.4,1.7,4.7,93.1
201,0.4,1.8,4.8,93
202,0.4,1.8,4.8,93
203,0.5,1.8,4.8,92.9
204,0.5,1.9,4.9,92.8
205,0.5,1.9,4.9,92.7
206,0.5,1.9,4.9,92.7
207,0.5,1.9,4.9,92.6
208,0.5,2,5,92.5
