Pos,[0-10),[10-20),[20-30),[30-40]
1,0.2,0.9,3.2,95.7
2,0.2,1,3.6,95.3
3,0.1,0.8,3.1,95.9
4,0.1,0.8,3.1,95.9
5,0.1,0.9,3.2,95.7
6,0.1,0.9,3.2,95.7
7,0.2,0.9,3.3,95.6
8,0.1,0.9,3.2,95.8
9,0.2,0.9,3.3,95.7
10,0.2,0.9,3.3,95.6
11,0.2,0.9,3.3,95.6
12,0.2,0.9,3.3,95.6
13,0.2,0.9,3.3,95.6
14,0.2,0.9,3.3,95.6
15,0.2,0.9,3.3,95.6
16,0.2,0.9,3.3,95.7
17,0.2,0.9,3.3,95.7
18,0.2,0.9,3.3,95.7
19,0.2,0.9,3.3,95.6
20,0.2,0.9,3.2,95.7
21,0.2,0.9,3.2,95.7
22,0.2,0.9,3.2,95.7
23,0.2,0.9,3.2,95.7
24,0.2,0.9,3.2,95.7
25,0.2,0.9,3.2,95.7
26,0.2,0.9,3.3,95.7
27,0.2,0.9,3.3,95.6
28,0.2,0.9,3.3,95.6
29,0.2,0.9,3.3,95.7
30,0.2,0.9,3.3,95.6
31,0.2,0.9,3.3,95.6
32,0.2,0.9,3.3,95.6
33,0.2,0.9,3.2,95.7
34,0.2,0.9,3.3,95.6
35,0.2,0.9,3.3,95.6
36,0.2,1,3.3,95.6
37,0.2,1,3.3,95.6
38,0.2,1,3.3,95.6
39,0.2,1,3.3,95.5
40,0.2,1,3.3,95.5
41,0.2,1,3.3,95.5
42,0.2,1,3.3,95.5
43,0.2,1,3.3,95.5
44,0.2,1,3.3,95.5
45,0.2,1,3.4,95.5
46,0.2,1,3.4,95.4
47,0.2,1,3.4,95.4
48,0.2,1,3.4,95.4
49,0.2,1,3.4,95.4
50,0.2,1,3.4,95.4
51,0.2,1,3.4,95.4
52,0.2,1,3.4,95.3
53,0.2,1,3.4,95.3
54,0.2,1,3.4,95.4
55,0.2,1,3.4,95.3
56,0.2,1.1,3.4,95.3
57,0.2,1.1,3.4,95.3
58,0.2,1.1,3.5,95.3
59,0.2,1.1,3.5,95.3
60,0.2,1.1,3.5,95.2
61,0.2,1.1,3.5,95.3
62,0.2,1.1,3.5,95.2
63,0.2,1.1,3.5,95.2
64,0.2,1.1,3.5,95.2
65,0.2,1.1,3.5,95.2
66,0.2,1.1,3.5,95.1
67,0.2,1.1,3.5,95.1
68,0.2,1.1,3.5,95.1
69,0.2,1.1,3.6,95.1
70,0.2,1.1,3.6,95.1
71,0.2,1.1,3.6,95.1
72,0.2,1.1,3.6,95
73,0.2,1.2,3.6,95
74,0.2,1.2,3.6,95
75,0.2,1.2,3.6,95
76,0.3,1.2,3.6,95
77,0.3,1.2,3.6,94.9
