Pos,[0-10),[10-20),[20-30),[30-40]
1,0.1,0.7,2.3,96.9
2,0.1,0.8,2.8,96.3
3,0.1,0.7,2.5,96.6
4,0.1,0.7,2.5,96.7
5,0.1,0.7,2.6,96.5
6,0.1,0.7,2.7,96.5
7,0.1,0.7,2.7,96.5
8,0.1,0.7,2.6,96.5
9,0.1,0.7,2.6,96.5
10,0.1,0.8,2.7,96.4
11,0.1,0.8,2.7,96.4
12,0.1,0.8,2.7,96.4
13,0.1,0.8,2.7,96.4
14,0.1,0.8,2.7,96.4
15,0.1,0.7,2.7,96.5
16,0.1,0.8,2.7,96.5
17,0.1,0.8,2.7,96.5
18,0.1,0.8,2.7,96.4
19,0.1,0.8,2.7,96.4
20,0.1,0.8,2.7,96.4
21,0.1,0.8,2.7,96.5
22,0.1,0.8,2.7,96.4
23,0.1,0.8,2.7,96.5
24,0.1,0.8,2.7,96.5
25,0.1,0.8,2.7,96.4
26,0.1,0.8,2.7,96.4
27,0.1,0.8,2.7,96.5
28,0.1,0.8,2.7,96.4
29,0.1,0.8,2.7,96.4
30,0.1,0.8,2.7,96.4
31,0.1,0.8,2.7,96.4
32,0.1,0.8,2.7,96.4
33,0.1,0.8,2.7,96.4
34,0.1,0.8,2.7,96.4
35,0.1,0.8,2.7,96.4
36,0.1,0.8,2.7,96.4
37,0.1,0.8,2.7,96.4
38,0.1,0.8,2.7,96.4
39,0.1,0.8,2.7,96.4
40,0.1,0.8,2.7,96.4
41,0.1,0.8,2.7,96.4
42,0.1,0.8,2.7,96.4
43,0.1,0.8,2.7,96.4
44,0.1,0.8,2.7,96.4
45,0.2,0.8,2.7,96.4
46,0.2,0.8,2.7,96.4
47,0.2,0.8,2.7,96.4
48,0.2,0.8,2.7,96.4
49,0.2,0.8,2.7,96.3
50,0.2,0.8,2.7,96.3
51,0.2,0.8,2.7,96.3
52,0.2,0.8,2.7,96.3
53,0.2,0.8,2.7,96.3
54,0.2,0.8,2.7,96.3
55,0.2,0.8,2.7,96.3
56,0.2,0.8,2.7,96.3
57,0.2,0.8,2.7,96.3
58,0.2,0.8,2.7,96.3
59,0.2,0.8,2.7,96.3
60,0.2,0.8,2.7,96.3
61,0.2,0.8,2.7,96.3
62,0.2,0.8,2.7,96.2
63,0.2,0.8,2.7,96.3
64,0.2,0.9,2.7,96.2
65,0.2,0.9,2.7,96.2
66,0.2,0.8,2.7,96.3
67,0.2,0.9,2.7,96.2
68,0.2,0.9,2.7,96.2
69,0.2,0.9,2.8,96.2
70,0.2,0.9,2.8,96.2
71,0.2,0.9,2.7,96.2
72,0.2,0.9,2.7,96.2
73,0.2,0.9,2.8,96.2
74,0.2,0.9,2.8,96.2
75,0.2,0.9,2.8,96.1
76,0.2,0.9,2.8,96.1
77,0.2,0.9,2.8,96.1
78,0.2,0.9,2.8,96.1
79,0.2,0.9,2.8,96.1
80,0.2,0.9,2.8,96.1
81,0.2,0.9,2.8,96.1
82,0.2,0.9,2.8,96.1
83,0.2,0.9,2.8,96.1
84,0.2,0.9,2.8,96.1
85,0.2,0.9,2.8,96
86,0.2,0.9,2.8,96
87,0.2,0.9,2.8,96
88,0.2,0.9,2.8,96
89,0.2,1,2.8,96
90,0.2,1,2.9,96
